0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
#,Country User/Site,Name,A,B,C,D,E,F,G,H,I,J,K,L,M,Total
168,team6/CHI,[UCSC] Los Corredores de Alpaca,,,2/95,,2/-,,,1/12,,,,,,2 (127)
50,team6/CHI,[UCSC] Los Corredores de Alpaca,,,2/95,,2/-,,,1/12,,,,,,2 (127)
8,team6/CHI,[UCSC] Los Corredores de Alpaca,,,2/95,,2/-,,,1/12,,,,,,2 (127)
169,team54/DOM,[UPR-RP] Code Monkeys,,,1/108,2/-,,,,1/19,,2/-,,,,2 (127)
23,team54/DOM,[UPR-RP] Code Monkeys,,,1/108,2/-,,,,1/19,,2/-,,,,2 (127)
6,team54/DOM,[UPR-RP] Code Monkeys,,,1/108,2/-,,,,1/19,,2/-,,,,2 (127)
170,team30/ARG,[UNJu-FI] Noesunvirus.txt.exe,,1/-,1/92,4/-,4/-,,,1/37,1/-,5/-,,,,2 (129)
51,team30/ARG,[UNJu-FI] Noesunvirus.txt.exe,,1/-,1/92,4/-,4/-,,,1/37,1/-,5/-,,,,2 (129)
20,team30/ARG,[UNJu-FI] Noesunvirus.txt.exe,,1/-,1/92,4/-,4/-,,,1/37,1/-,5/-,,,,2 (129)
171,332192/MEX,Warriors Z - ITVer,,,3/59,,3/-,,,1/33,4/-,,,,,2 (132)
28,332192/MEX,Warriors Z - ITVer,,,3/59,,3/-,,,1/33,4/-,,,,,2 (132)
26,332192/MEX,Warriors Z - ITVer,,,3/59,,3/-,,,1/33,4/-,,,,,2 (132)
172,332203/MEX,[ITESM-Monterrey] Bitwise - ITESM Monterrey,,,2/95,,,,,1/18,,,,,,2 (133)
29,332203/MEX,[ITESM-Monterrey] Bitwise - ITESM Monterrey,,,2/95,,,,,1/18,,,,,,2 (133)
27,332203/MEX,[ITESM-Monterrey] Bitwise - ITESM Monterrey,,,2/95,,,,,1/18,,,,,,2 (133)
173,team113/PER,[UPC] FreeCode,,,2/99,,,1/-,,1/14,1/-,,,,,2 (133)
52,team113/PER,[UPC] FreeCode,,,2/99,,,1/-,,1/14,1/-,,,,,2 (133)
17,team113/PER,[UPC] FreeCode,,,2/99,,,1/-,,1/14,1/-,,,,,2 (133)
174,BAR04/COL,[UNB] UnSync,,,3/81,,,,,1/13,2/-,,,,,2 (134)
21,BAR04/COL,[UNB] UnSync,,,3/81,,,,,1/13,2/-,,,,,2 (134)
17,BAR04/COL,[UNB] UnSync,,,3/81,,,,,1/13,2/-,,,,,2 (134)
175,team8/CHI,[UCNC] timeLimit2,,,1/118,,,,,1/16,,1/-,,,,2 (134)
53,team8/CHI,[UCNC] timeLimit2,,,1/118,,,,,1/16,,1/-,,,,2 (134)
9,team8/CHI,[UCNC] timeLimit2,,,1/118,,,,,1/16,,1/-,,,,2 (134)
176,team24/BOL,[UPB] Epsilon,,,3/82,,,,,1/14,3/-,,,,2/-,2 (136)
54,team24/BOL,[UPB] Epsilon,,,3/82,,,,,1/14,3/-,,,,2/-,2 (136)
8,team24/BOL,[UPB] Epsilon,,,3/82,,,,,1/14,3/-,,,,2/-,2 (136)
177,team57/BOL,[UATF] YO_C++,,,1/116,,,,,1/20,3/-,,,,,2 (136)
55,team57/BOL,[UATF] YO_C++,,,1/116,,,,,1/20,3/-,,,,,2 (136)
9,team57/BOL,[UATF] YO_C++,,,1/116,,,,,1/20,3/-,,,,,2 (136)
178,teambrbr9/BRA,[UFMA] Simone e Simara UFMA,,,1/91,3/-,,1/-,,2/26,,,,,,2 (137)
50,teambrbr9/BRA,[UFMA] Simone e Simara UFMA,,,1/91,3/-,,1/-,,2/26,,,,,,2 (137)
179,teambrbr71/BRA,[UEFS] bit please;,,,2/105,,,,,1/13,,1/-,,,,2 (138)
51,teambrbr71/BRA,[UEFS] bit please;,,,2/105,,,,,1/13,,1/-,,,,2 (138)
180,team48/BOL,[UATF] SmashCode,,,1/129,,,,,1/11,,,,,,2 (140)
56,team48/BOL,[UATF] SmashCode,,,1/129,,,,,1/11,,,,,,2 (140)
10,team48/BOL,[UATF] SmashCode,,,1/129,,,,,1/11,,,,,,2 (140)
181,team05/CUB,[UHO] ;-- DROP DATABASE;--,,,1/130,,,,,1/13,2/-,,,,,2 (143)
24,team05/CUB,[UHO] ;-- DROP DATABASE;--,,,1/130,,,,,1/13,2/-,,,,,2 (143)
18,team05/CUB,[UHO] ;-- DROP DATABASE;--,,,1/130,,,,,1/13,2/-,,,,,2 (143)
182,332219/MEX,[ITESO] KDT - ITESO,,,2/98,,,,,2/6,,,,,,2 (144)
30,332219/MEX,[ITESO] KDT - ITESO,,,2/98,,,,,2/6,,,,,,2 (144)
28,332219/MEX,[ITESO] KDT - ITESO,,,2/98,,,,,2/6,,,,,,2 (144)
183,teambrbr39/BRA,[UNITAU] O Legado de Maldito,,,2/115,,2/-,,,1/9,,,,,,2 (144)
52,teambrbr39/BRA,[UNITAU] O Legado de Maldito,,,2/115,,2/-,,,1/9,,,,,,2 (144)
184,team58/BOL,[UPB] ZIP (Zeros in Pijamas),,,3/95,,,,,1/10,1/-,,,,,2 (145)
57,team58/BOL,[UPB] ZIP (Zeros in Pijamas),,,3/95,,,,,1/10,1/-,,,,,2 (145)
11,team58/BOL,[UPB] ZIP (Zeros in Pijamas),,,3/95,,,,,1/10,1/-,,,,,2 (145)
185,team15/BOL,[UTO] CODEMANIACOS,,,2/120,,,1/-,,1/7,,,,,,2 (147)
58,team15/BOL,[UTO] CODEMANIACOS,,,2/120,,,1/-,,1/7,,,,,,2 (147)
12,team15/BOL,[UTO] CODEMANIACOS,,,2/120,,,1/-,,1/7,,,,,,2 (147)
186,team112/PER,[UNT] At Most Twice,,,1/141,,,,,1/6,,,,,,2 (147)
59,team112/PER,[UNT] At Most Twice,,,1/141,,,,,1/6,,,,,,2 (147)
18,team112/PER,[UNT] At Most Twice,,,1/141,,,,,1/6,,,,,,2 (147)
187,332225/MEX,[UNAM-FES-Acatlan] turing incompleto - UNAM FES Acatlan,,,1/123,,,,,1/25,,4/-,,,,2 (148)
31,332225/MEX,[UNAM-FES-Acatlan] turing incompleto - UNAM FES Acatlan,,,1/123,,,,,1/25,,4/-,,,,2 (148)
29,332225/MEX,[UNAM-FES-Acatlan] turing incompleto - UNAM FES Acatlan,,,1/123,,,,,1/25,,4/-,,,,2 (148)
188,351257/MEX,[ITESM-Monterrey] Ravioli - ITESM Monterrey,,,2/125,,2/-,,,1/3,,,,,,2 (148)
32,351257/MEX,[ITESM-Monterrey] Ravioli - ITESM Monterrey,,,2/125,,2/-,,,1/3,,,,,,2 (148)
30,351257/MEX,[ITESM-Monterrey] Ravioli - ITESM Monterrey,,,2/125,,2/-,,,1/3,,,,,,2 (148)
189,team214/PER,[UNSAAC] HiperBolas v2.7183,,1/-,4/78,,1/-,,,1/11,,,,,,2 (149)
60,team214/PER,[UNSAAC] HiperBolas v2.7183,,1/-,4/78,,1/-,,,1/11,,,,,,2 (149)
19,team214/PER,[UNSAAC] HiperBolas v2.7183,,1/-,4/78,,1/-,,,1/11,,,,,,2 (149)
190,team1/ARG,[UNLP-INFO] PythonAr,,,3/92,,6/-,,,1/18,,,,,,2 (150)
61,team1/ARG,[UNLP-INFO] PythonAr,,,3/92,,6/-,,,1/18,,,,,,2 (150)
21,team1/ARG,[UNLP-INFO] PythonAr,,,3/92,,6/-,,,1/18,,,,,,2 (150)
191,332202/MEX,[ITSR] Yisuscrush - ITSR,1/-,1/-,2/120,1/-,1/-,1/-,1/-,1/10,3/-,1/-,1/-,1/-,1/-,2 (150)
33,332202/MEX,[ITSR] Yisuscrush - ITSR,1/-,1/-,2/120,1/-,1/-,1/-,1/-,1/10,3/-,1/-,1/-,1/-,1/-,2 (150)
31,332202/MEX,[ITSR] Yisuscrush - ITSR,1/-,1/-,2/120,1/-,1/-,1/-,1/-,1/10,3/-,1/-,1/-,1/-,1/-,2 (150)
192,332220/MEX,[UAA] greñud-OS - UAA,,,3/106,,,,,1/5,,,,,,2 (151)
34,332220/MEX,[UAA] greñud-OS - UAA,,,3/106,,,,,1/5,,,,,,2 (151)
32,332220/MEX,[UAA] greñud-OS - UAA,,,3/106,,,,,1/5,,,,,,2 (151)
193,team18/CUB,[UCI] UCI BLACK-OUT 01,,1/-,2/119,,3/-,,,1/12,,,,,,2 (151)
25,team18/CUB,[UCI] UCI BLACK-OUT 01,,1/-,2/119,,3/-,,,1/12,,,,,,2 (151)
19,team18/CUB,[UCI] UCI BLACK-OUT 01,,1/-,2/119,,3/-,,,1/12,,,,,,2 (151)
194,BOG17/COL,[UAC] Javalieron,,,2/121,,1/-,,,1/13,,1/-,,,2/-,2 (154)
22,BOG17/COL,[UAC] Javalieron,,,2/121,,1/-,,,1/13,,1/-,,,2/-,2 (154)
18,BOG17/COL,[UAC] Javalieron,,,2/121,,1/-,,,1/13,,1/-,,,2/-,2 (154)
195,team10/BOL,[UCB] Binary Hydra,,,2/125,,3/-,,,1/9,,,,,,2 (154)
62,team10/BOL,[UCB] Binary Hydra,,,2/125,,3/-,,,1/9,,,,,,2 (154)
13,team10/BOL,[UCB] Binary Hydra,,,2/125,,3/-,,,1/9,,,,,,2 (154)
196,BAR02/COL,[UNB] UnCompleted,,,2/128,,,,,1/6,,5/-,,,,2 (154)
23,BAR02/COL,[UNB] UnCompleted,,,2/128,,,,,1/6,,5/-,,,,2 (154)
19,BAR02/COL,[UNB] UnCompleted,,,2/128,,,,,1/6,,5/-,,,,2 (154)
197,team110/PER,[PUCP-FCI] O(+kpo),,,3/104,,,,,1/11,,5/-,,,,2 (155)
63,team110/PER,[PUCP-FCI] O(+kpo),,,3/104,,,,,1/11,,5/-,,,,2 (155)
20,team110/PER,[PUCP-FCI] O(+kpo),,,3/104,,,,,1/11,,5/-,,,,2 (155)
198,team217/PER,[UNSA-CC] Dame tu fuerza P(e)gaso,,,1/143,,,,,1/14,,1/-,,,,2 (157)
64,team217/PER,[UNSA-CC] Dame tu fuerza P(e)gaso,,,1/143,,,,,1/14,,1/-,,,,2 (157)
21,team217/PER,[UNSA-CC] Dame tu fuerza P(e)gaso,,,1/143,,,,,1/14,,1/-,,,,2 (157)
199,team93/CUB,[IPVCE-EG] Team3C-1,,,4/81,,,,,1/18,,,,,,2 (159)
26,team93/CUB,[IPVCE-EG] Team3C-1,,,4/81,,,,,1/18,,,,,,2 (159)
20,team93/CUB,[IPVCE-EG] Team3C-1,,,4/81,,,,,1/18,,,,,,2 (159)
200,teambrbr14/BRA,[UFPB] fuze,,,4/99,,,2/-,,1/3,,3/-,,,,2 (162)
53,teambrbr14/BRA,[UFPB] fuze,,,4/99,,,2/-,,1/3,,3/-,,,,2 (162)
201,timelimit/CRC,[ITCR] timeLimit,,,2/140,,1/-,,,1/10,,,,,,2 (170)
35,timelimit/CRC,[ITCR] timeLimit,,,2/140,,1/-,,,1/10,,,,,,2 (170)
3,timelimit/CRC,[ITCR] timeLimit,,,2/140,,1/-,,,1/10,,,,,,2 (170)
202,team24/ARG,[ORT] ORT Eq. 1 - Tokenmaster,,,1/165,,1/-,1/-,,1/8,,,,,,2 (173)
65,team24/ARG,[ORT] ORT Eq. 1 - Tokenmaster,,,1/165,,1/-,1/-,,1/8,,,,,,2 (173)
22,team24/ARG,[ORT] ORT Eq. 1 - Tokenmaster,,,1/165,,1/-,1/-,,1/8,,,,,,2 (173)
203,teambrbr17/BRA,[UNOESTE] C-3PO,,,3/126,,,,,1/9,,,,,,2 (175)
54,teambrbr17/BRA,[UNOESTE] C-3PO,,,3/126,,,,,1/9,,,,,,2 (175)
204,CAL30/COL,[PUJC] CalIPUJ-MathApp,,,2/138,,1/-,,,1/17,,,,,,2 (175)
24,CAL30/COL,[PUJC] CalIPUJ-MathApp,,,2/138,,1/-,,,1/17,,,,,,2 (175)
20,CAL30/COL,[PUJC] CalIPUJ-MathApp,,,2/138,,1/-,,,1/17,,,,,,2 (175)
205,team6/ARG,[UTN-FRRE] Fuerza Bruta,,,2/143,,,,,1/12,,2/-,,,,2 (175)
66,team6/ARG,[UTN-FRRE] Fuerza Bruta,,,2/143,,,,,1/12,,2/-,,,,2 (175)
23,team6/ARG,[UTN-FRRE] Fuerza Bruta,,,2/143,,,,,1/12,,2/-,,,,2 (175)
206,351261/MEX,[UAO] FAV - UAO,,,2/147,,,,,1/8,,,,,,2 (175)
36,351261/MEX,[UAO] FAV - UAO,,,2/147,,,,,1/8,,,,,,2 (175)
33,351261/MEX,[UAO] FAV - UAO,,,2/147,,,,,1/8,,,,,,2 (175)
207,team1246/SAL,[UCA] ORION,,,3/125,,,,,1/11,,,,,1/-,2 (176)
37,team1246/SAL,[UCA] ORION,,,3/125,,,,,1/11,,,,,1/-,2 (176)
1,team1246/SAL,[UCA] ORION,,,3/125,,,,,1/11,,,,,1/-,2 (176)
208,team10/CHI,[UACH] DROP TABLE TEAMS,,,3/112,,2/-,,,1/25,,5/-,,,,2 (177)
67,team10/CHI,[UACH] DROP TABLE TEAMS,,,3/112,,2/-,,,1/25,,5/-,,,,2 (177)
10,team10/CHI,[UACH] DROP TABLE TEAMS,,,3/112,,2/-,,,1/25,,5/-,,,,2 (177)
209,team36/DOM,[UASD] ANEUINFO_UASD,,,5/83,,,,,1/16,,8/-,,,,2 (179)
27,team36/DOM,[UASD] ANEUINFO_UASD,,,5/83,,,,,1/16,,8/-,,,,2 (179)
7,team36/DOM,[UASD] ANEUINFO_UASD,,,5/83,,,,,1/16,,8/-,,,,2 (179)
210,team2/CHI,[UDEC] Two afros one liso,,,4/106,,,,,1/13,,,,,,2 (179)
68,team2/CHI,[UDEC] Two afros one liso,,,4/106,,,,,1/13,,,,,,2 (179)
11,team2/CHI,[UDEC] Two afros one liso,,,4/106,,,,,1/13,,,,,,2 (179)
211,teambrbr38/BRA,[IFPB-João Pessoa] Nome Provisório,,,3/123,,1/-,,,1/16,,,,,,2 (179)
55,teambrbr38/BRA,[IFPB-João Pessoa] Nome Provisório,,,3/123,,1/-,,,1/16,,,,,,2 (179)
212,teambrbr47/BRA,[Mackenzie] RALÔTIM,,,1/158,,,4/-,,1/27,,,,,,2 (185)
56,teambrbr47/BRA,[Mackenzie] RALÔTIM,,,1/158,,,4/-,,1/27,,,,,,2 (185)
213,332197/MEX,Eternity - ITVer,,,4/123,,,,,1/3,,1/-,,,,2 (186)
38,332197/MEX,Eternity - ITVer,,,4/123,,,,,1/3,,1/-,,,,2 (186)
34,332197/MEX,Eternity - ITVer,,,4/123,,,,,1/3,,1/-,,,,2 (186)
214,CAL34/COL,[ICESI] JIM The Ripper,,,3/135,,,,,1/11,9/-,,,,,2 (186)
25,CAL34/COL,[ICESI] JIM The Ripper,,,3/135,,,,,1/11,9/-,,,,,2 (186)
21,CAL34/COL,[ICESI] JIM The Ripper,,,3/135,,,,,1/11,9/-,,,,,2 (186)
215,team26/BOL,[UPSA] First Submission,,,5/80,,,,,1/27,4/-,,,,,2 (187)
69,team26/BOL,[UPSA] First Submission,,,5/80,,,,,1/27,4/-,,,,,2 (187)
14,team26/BOL,[UPSA] First Submission,,,5/80,,,,,1/27,4/-,,,,,2 (187)
216,teambrbr8/BRA,[CEFET-MG-C2] Ceferberus,,,4/118,,,,,1/10,,,,,,2 (188)
57,teambrbr8/BRA,[CEFET-MG-C2] Ceferberus,,,4/118,,,,,1/10,,,,,,2 (188)
217,teambrbr21/BRA,[UFFS] aBNT Tigers,,,4/119,,,,,1/9,,,,,,2 (188)
58,teambrbr21/BRA,[UFFS] aBNT Tigers,,,4/119,,,,,1/9,,,,,,2 (188)
218,BOG11/COL,[PUJB] Diagrama De Venn 10,,,2/121,,1/-,,,3/7,6/-,,,,,2 (188)
26,BOG11/COL,[PUJB] Diagrama De Venn 10,,,2/121,,1/-,,,3/7,6/-,,,,,2 (188)
22,BOG11/COL,[PUJB] Diagrama De Venn 10,,,2/121,,1/-,,,3/7,6/-,,,,,2 (188)
219,team7/CHI,[UCSC] aTLEtasdec,,,3/131,,,5/-,,1/18,,1/-,,,,2 (189)
70,team7/CHI,[UCSC] aTLEtasdec,,,3/131,,,5/-,,1/18,,1/-,,,,2 (189)
12,team7/CHI,[UCSC] aTLEtasdec,,,3/131,,,5/-,,1/18,,1/-,,,,2 (189)
220,team105/PER,[UPC] NewCode,,,2/156,,,1/-,,1/14,,,,,,2 (190)
71,team105/PER,[UPC] NewCode,,,2/156,,,1/-,,1/14,,,,,,2 (190)
22,team105/PER,[UPC] NewCode,,,2/156,,,1/-,,1/14,,,,,,2 (190)
221,MED41/COL,[EAFIT] OTK,,,2/162,,1/-,,5/-,1/11,5/-,,,,,2 (193)
27,MED41/COL,[EAFIT] OTK,,,2/162,,1/-,,5/-,1/11,5/-,,,,,2 (193)
23,MED41/COL,[EAFIT] OTK,,,2/162,,1/-,,5/-,1/11,5/-,,,,,2 (193)
222,332212/MEX,[ITESG] LOS RELIGIOSOS - ITESG,,,4/129,,,,,1/5,,1/-,,,,2 (194)
39,332212/MEX,[ITESG] LOS RELIGIOSOS - ITESG,,,4/129,,,,,1/5,,1/-,,,,2 (194)
35,332212/MEX,[ITESG] LOS RELIGIOSOS - ITESG,,,4/129,,,,,1/5,,1/-,,,,2 (194)
223,team32/BOL,[UCB] Level,,,1/184,,1/-,,,1/11,,,,,,2 (195)
72,team32/BOL,[UCB] Level,,,1/184,,1/-,,,1/11,,,,,,2 (195)
15,team32/BOL,[UCB] Level,,,1/184,,1/-,,,1/11,,,,,,2 (195)
224,ctrl/CRC,[ITCR] Ctrl+Ron,,,1/178,,1/-,3/-,,1/18,,,,,,2 (196)
40,ctrl/CRC,[ITCR] Ctrl+Ron,,,1/178,,1/-,3/-,,1/18,,,,,,2 (196)
4,ctrl/CRC,[ITCR] Ctrl+Ron,,,1/178,,1/-,3/-,,1/18,,,,,,2 (196)
225,team205/PER,[UNSAAC] S.E.E.S.,,,3/152,,,,,1/6,,,,,,2 (198)
73,team205/PER,[UNSAAC] S.E.E.S.,,,3/152,,,,,1/6,,,,,,2 (198)
23,team205/PER,[UNSAAC] S.E.E.S.,,,3/152,,,,,1/6,,,,,,2 (198)
226,332227/MEX,[Anahuacmayab] Lions - Anahuac,,,1/188,,1/-,,,1/14,3/-,,,,,2 (202)
41,332227/MEX,[Anahuacmayab] Lions - Anahuac,,,1/188,,1/-,,,1/14,3/-,,,,,2 (202)
36,332227/MEX,[Anahuacmayab] Lions - Anahuac,,,1/188,,1/-,,,1/14,3/-,,,,,2 (202)
227,332211/MEX,[UAM-Azcapotzaco] UAM-A 2017-1 - UAM Azcapotzalco,,,1/191,,,,,1/15,,,,,,2 (206)
42,332211/MEX,[UAM-Azcapotzaco] UAM-A 2017-1 - UAM Azcapotzalco,,,1/191,,,,,1/15,,,,,,2 (206)
37,332211/MEX,[UAM-Azcapotzaco] UAM-A 2017-1 - UAM Azcapotzalco,,,1/191,,,,,1/15,,,,,,2 (206)
228,team203/PER,[UNSA-CC] Dijkstracciones,,,4/135,,,,,1/14,,,,,,2 (209)
74,team203/PER,[UNSA-CC] Dijkstracciones,,,4/135,,,,,1/14,,,,,,2 (209)
24,team203/PER,[UNSA-CC] Dijkstracciones,,,4/135,,,,,1/14,,,,,,2 (209)
229,CAL33/COL,[ICESI] IcesiOldSchool++,,,1/197,,,,,1/13,,,,,,2 (210)
28,CAL33/COL,[ICESI] IcesiOldSchool++,,,1/197,,,,,1/13,,,,,,2 (210)
24,CAL33/COL,[ICESI] IcesiOldSchool++,,,1/197,,,,,1/13,,,,,,2 (210)
230,MAN39/COL,[UTP] UTP - NewGeneration,,,2/180,,,6/-,,1/11,,,,,,2 (211)
29,MAN39/COL,[UTP] UTP - NewGeneration,,,2/180,,,6/-,,1/11,,,,,,2 (211)
25,MAN39/COL,[UTP] UTP - NewGeneration,,,2/180,,,6/-,,1/11,,,,,,2 (211)
231,team35/ARG,[UNLP-EXACTAS] Daleee Cheee,,,3/159,,,,,1/13,,,,,,2 (212)
75,team35/ARG,[UNLP-EXACTAS] Daleee Cheee,,,3/159,,,,,1/13,,,,,,2 (212)
24,team35/ARG,[UNLP-EXACTAS] Daleee Cheee,,,3/159,,,,,1/13,,,,,,2 (212)
232,ula01/VEN,[ULA] 19-36,,,3/162,,1/-,,,1/10,1/-,,,,,2 (212)
30,ula01/VEN,[ULA] 19-36,,,3/162,,1/-,,,1/10,1/-,,,,,2 (212)
5,ula01/VEN,[ULA] 19-36,,,3/162,,1/-,,,1/10,1/-,,,,,2 (212)
233,BUC26/COL,[UFPSC] CandelariaReloaded,,,5/128,,,,,1/5,4/-,,,,,2 (213)
31,BUC26/COL,[UFPSC] CandelariaReloaded,,,5/128,,,,,1/5,4/-,,,,,2 (213)
26,BUC26/COL,[UFPSC] CandelariaReloaded,,,5/128,,,,,1/5,4/-,,,,,2 (213)
234,BOG14/COL,[UA] The Programmers,,,4/146,,2/-,1/-,,1/8,5/-,,,,,2 (214)
32,BOG14/COL,[UA] The Programmers,,,4/146,,2/-,1/-,,1/8,5/-,,,,,2 (214)
27,BOG14/COL,[UA] The Programmers,,,4/146,,2/-,1/-,,1/8,5/-,,,,,2 (214)
235,team6/BOL,[EMI] Al Lahu Akbar,,,2/148,,,,,2/26,,,,,,2 (214)
76,team6/BOL,[EMI] Al Lahu Akbar,,,2/148,,,,,2/26,,,,,,2 (214)
16,team6/BOL,[EMI] Al Lahu Akbar,,,2/148,,,,,2/26,,,,,,2 (214)
236,ula02/VEN,[ULA] Linea 33,,1/-,3/151,,,5/-,,1/27,,1/-,,,,2 (218)
33,ula02/VEN,[ULA] Linea 33,,1/-,3/151,,,5/-,,1/27,,1/-,,,,2 (218)
6,ula02/VEN,[ULA] Linea 33,,1/-,3/151,,,5/-,,1/27,,1/-,,,,2 (218)
237,team31/BOL,[UTO] KIBOU,,,3/169,,,,,1/9,,1/-,,,,2 (218)
77,team31/BOL,[UTO] KIBOU,,,3/169,,,,,1/9,,1/-,,,,2 (218)
17,team31/BOL,[UTO] KIBOU,,,3/169,,,,,1/9,,1/-,,,,2 (218)
238,BOG20/COL,[UD] UDvorak,,,3/166,,,,,1/14,5/-,,,,,2 (220)
34,BOG20/COL,[UD] UDvorak,,,3/166,,,,,1/14,5/-,,,,,2 (220)
28,BOG20/COL,[UD] UDvorak,,,3/166,,,,,1/14,5/-,,,,,2 (220)
239,teambrbr70/BRA,[FATEC-São Paulo] TLEfobia,,,2/193,,,,,1/12,1/-,,,,,2 (225)
59,teambrbr70/BRA,[FATEC-São Paulo] TLEfobia,,,2/193,,,,,1/12,1/-,,,,,2 (225)
240,332207/MEX,c vga - ITESM Queretaro,,,3/183,,,,1/-,1/11,,1/-,,,,2 (234)
43,332207/MEX,c vga - ITESM Queretaro,,,3/183,,,,1/-,1/11,,1/-,,,,2 (234)
38,332207/MEX,c vga - ITESM Queretaro,,,3/183,,,,1/-,1/11,,1/-,,,,2 (234)
241,ascii01/CRC,[ITCR] ASCII 01,,,1/200,,,,,2/16,,,,,,2 (236)
44,ascii01/CRC,[ITCR] ASCII 01,,,1/200,,,,,2/16,,,,,,2 (236)
5,ascii01/CRC,[ITCR] ASCII 01,,,1/200,,,,,2/16,,,,,,2 (236)
242,team92/CUB,[ETID] XETID,,,3/175,2/-,1/-,,,1/23,,,,,,2 (238)
28,team92/CUB,[ETID] XETID,,,3/175,2/-,1/-,,,1/23,,,,,,2 (238)
21,team92/CUB,[ETID] XETID,,,3/175,2/-,1/-,,,1/23,,,,,,2 (238)
243,team25/ARG,[ORT] ORT Eq. 2 - Ola k ase,,,4/162,,2/-,,,1/19,,6/-,,,,2 (241)
78,team25/ARG,[ORT] ORT Eq. 2 - Ola k ase,,,4/162,,2/-,,,1/19,,6/-,,,,2 (241)
25,team25/ARG,[ORT] ORT Eq. 2 - Ola k ase,,,4/162,,2/-,,,1/19,,6/-,,,,2 (241)
244,team218/PER,[UNSA-IS] Java-Lee,,2/-,4/157,,,4/-,,1/27,,2/-,,,,2 (244)
79,team218/PER,[UNSA-IS] Java-Lee,,2/-,4/157,,,4/-,,1/27,,2/-,,,,2 (244)
25,team218/PER,[UNSA-IS] Java-Lee,,2/-,4/157,,,4/-,,1/27,,2/-,,,,2 (244)
245,team16/ARG,[UTN-FRSF] CodesHunters,,,3/195,,,,,1/15,,2/-,,,,2 (250)
80,team16/ARG,[UTN-FRSF] CodesHunters,,,3/195,,,,,1/15,,2/-,,,,2 (250)
26,team16/ARG,[UTN-FRSF] CodesHunters,,,3/195,,,,,1/15,,2/-,,,,2 (250)
246,team4/BOL,[UTO] 7BINARY,,,3/197,,,,,1/14,,,,,,2 (251)
81,team4/BOL,[UTO] 7BINARY,,,3/197,,,,,1/14,,,,,,2 (251)
18,team4/BOL,[UTO] 7BINARY,,,3/197,,,,,1/14,,,,,,2 (251)
247,team16/CUB,[INSTEC] FisNuc,,,2/222,,,,,1/11,,,,,,2 (253)
29,team16/CUB,[INSTEC] FisNuc,,,2/222,,,,,1/11,,,,,,2 (253)
22,team16/CUB,[INSTEC] FisNuc,,,2/222,,,,,1/11,,,,,,2 (253)
248,team209/PER,[UNSA-IS] PareceHardRick,,,2/238,,,,,1/6,,,,,,2 (264)
82,team209/PER,[UNSA-IS] PareceHardRick,,,2/238,,,,,1/6,,,,,,2 (264)
26,team209/PER,[UNSA-IS] PareceHardRick,,,2/238,,,,,1/6,,,,,,2 (264)
249,BOG15/COL,[UAC] Automata Infinitum,,,4/179,,,,,1/27,4/-,,,,,2 (266)
35,BOG15/COL,[UAC] Automata Infinitum,,,4/179,,,,,1/27,4/-,,,,,2 (266)
29,BOG15/COL,[UAC] Automata Infinitum,,,4/179,,,,,1/27,4/-,,,,,2 (266)
250,MED45/COL,[UPBM] Java the Hutt,,,3/218,3/-,,1/-,,1/8,2/-,,,,,2 (266)
36,MED45/COL,[UPBM] Java the Hutt,,,3/218,3/-,,1/-,,1/8,2/-,,,,,2 (266)
30,MED45/COL,[UPBM] Java the Hutt,,,3/218,3/-,,1/-,,1/8,2/-,,,,,2 (266)
251,team28/BOL,[UPB] ICI PI CI,,,1/252,,,,,1/17,,,,,,2 (269)
83,team28/BOL,[UPB] ICI PI CI,,,1/252,,,,,1/17,,,,,,2 (269)
19,team28/BOL,[UPB] ICI PI CI,,,1/252,,,,,1/17,,,,,,2 (269)
252,MED43/COL,[EAFIT] Riemann Witnesses,,,3/229,,,,,1/15,,1/-,,,,2 (284)
37,MED43/COL,[EAFIT] Riemann Witnesses,,,3/229,,,,,1/15,,1/-,,,,2 (284)
31,MED43/COL,[EAFIT] Riemann Witnesses,,,3/229,,,,,1/15,,1/-,,,,2 (284)
253,team23/ARG,[UNC-FAMAF] Novatos++,,1/-,6/174,,,,,1/11,,,,,,2 (285)
84,team23/ARG,[UNC-FAMAF] Novatos++,,1/-,6/174,,,,,1/11,,,,,,2 (285)
27,team23/ARG,[UNC-FAMAF] Novatos++,,1/-,6/174,,,,,1/11,,,,,,2 (285)
254,team22/ARG,[UNdeC] very difficult,,,3/228,,,,,1/21,,,,,,2 (289)
85,team22/ARG,[UNdeC] very difficult,,,3/228,,,,,1/21,,,,,,2 (289)
28,team22/ARG,[UNdeC] very difficult,,,3/228,,,,,1/21,,,,,,2 (289)
255,codeminers/CRC,[ITCR] Code Miners,,,3/233,,,,,1/19,,1/-,,,,2 (292)
45,codeminers/CRC,[ITCR] Code Miners,,,3/233,,,,,1/19,,1/-,,,,2 (292)
6,codeminers/CRC,[ITCR] Code Miners,,,3/233,,,,,1/19,,1/-,,,,2 (292)
256,usb02/VEN,[USB] weno,,,2/261,,,5/-,,1/11,,1/-,,,,2 (292)
38,usb02/VEN,[USB] weno,,,2/261,,,5/-,,1/11,,1/-,,,,2 (292)
7,usb02/VEN,[USB] weno,,,2/261,,,5/-,,1/11,,1/-,,,,2 (292)
